,gene_name
1070,ENSG00000188070.9
1071,ENSG00000186765.11
1072,ENSG00000164825.3
1073,ENSG00000090339.8
1074,ENSG00000236173.1
1075,ENSG00000234797.5
1076,ENSG00000166510.13
1077,ENSG00000277998.1
1078,ENSG00000180210.14
1079,ENSG00000159904.11
1080,ENSG00000127564.16
1081,ENSG00000104299.14
1082,ENSG00000131471.6
1083,ENSG00000164093.15
1084,ENSG00000143028.8
1085,ENSG00000114999.7
1086,ENSG00000100997.18
1087,ENSG00000135821.16
1088,ENSG00000174607.10
1089,ENSG00000205362.10
1090,ENSG00000253688.1
1091,ENSG00000011677.12
1092,ENSG00000228502.1
1093,ENSG00000100376.11
1094,ENSG00000251169.2
1095,ENSG00000161798.6
1096,ENSG00000179133.11
1097,ENSG00000237149.5
1098,ENSG00000269243.1
1099,ENSG00000185760.15
1100,ENSG00000163710.7
1101,ENSG00000175793.11
1102,ENSG00000104313.17
1103,ENSG00000160469.16
1104,ENSG00000173473.10
1105,ENSG00000148339.12
1106,ENSG00000154025.15
1107,ENSG00000239559.2
1108,ENSG00000117450.13
1109,ENSG00000272696.1
1110,ENSG00000105821.14
1111,ENSG00000198715.11
1112,ENSG00000124302.12
1113,ENSG00000129455.15
1114,ENSG00000176928.5
1115,ENSG00000150527.16
1116,ENSG00000260851.6
1117,ENSG00000258476.5
1118,ENSG00000137976.7
1119,ENSG00000166797.10
1120,ENSG00000013016.14
1121,ENSG00000271581.1
1122,ENSG00000179431.6
1123,ENSG00000008394.12
1124,ENSG00000071994.10
1125,ENSG00000122863.5
1126,ENSG00000213435.3
1127,ENSG00000141376.20
1128,ENSG00000139832.4
1129,ENSG00000161996.17
1130,ENSG00000067992.12
1131,ENSG00000279339.1
1132,ENSG00000180178.10
1133,ENSG00000140470.13
1134,ENSG00000197122.11
1135,ENSG00000006468.13
1136,ENSG00000196352.13
1137,ENSG00000123472.12
1138,ENSG00000198598.6
1139,ENSG00000258168.5
1140,ENSG00000204421.2
1141,ENSG00000171303.6
1142,ENSG00000197353.3
1143,ENSG00000008853.16
1144,ENSG00000188488.13
1145,ENSG00000228063.1
1146,ENSG00000229921.6
1147,ENSG00000018236.14
1148,ENSG00000266258.1
1149,ENSG00000259248.5
1150,ENSG00000175121.11
1151,ENSG00000213066.11
1152,ENSG00000128039.10
1153,ENSG00000176845.12
1154,ENSG00000260231.1
1155,ENSG00000232079.6
1156,ENSG00000182667.14
1157,ENSG00000087495.16
1158,ENSG00000057149.14
1159,ENSG00000162409.10
1160,ENSG00000180998.11
1161,ENSG00000167702.11
1162,ENSG00000160870.12
1163,ENSG00000232187.1
1164,ENSG00000233818.1
1165,ENSG00000168070.11
1166,ENSG00000160410.14
1167,ENSG00000121440.14
1168,ENSG00000111713.2
1169,ENSG00000156709.13
1170,ENSG00000134775.15
1171,ENSG00000153234.13
1172,ENSG00000272323.1
1173,ENSG00000065325.12
1174,ENSG00000111783.12
1175,ENSG00000198712.1
1176,ENSG00000246985.7
1177,ENSG00000147041.11
1178,ENSG00000232907.7
1179,ENSG00000169057.19
1180,ENSG00000223401.1
1181,ENSG00000183569.17
1182,ENSG00000272734.1
1183,ENSG00000187678.8
1184,ENSG00000080644.15
1185,ENSG00000093134.13
1186,ENSG00000187416.11
1187,ENSG00000228205.1
1188,ENSG00000165801.9
1189,ENSG00000237821.1
1190,ENSG00000279891.1
1191,ENSG00000267504.1
1192,ENSG00000176399.3
1193,ENSG00000228960.5
1194,ENSG00000187097.12
1195,ENSG00000105647.14
1196,ENSG00000147533.16
1197,ENSG00000155659.14
1198,ENSG00000146476.10
1199,ENSG00000198888.2
1200,ENSG00000145936.8
1201,ENSG00000243660.9
1202,ENSG00000269386.5
1203,ENSG00000213144.2
1204,ENSG00000108947.4
1205,ENSG00000160716.4
1206,ENSG00000176749.8
1207,ENSG00000254506.1
1208,ENSG00000164087.7
1209,ENSG00000075240.16
1210,ENSG00000197779.13
1211,ENSG00000173809.15
1212,ENSG00000198125.12
1213,ENSG00000124107.5
1214,ENSG00000125510.15
1215,ENSG00000182798.10
1216,ENSG00000175164.13
1217,ENSG00000187905.10
1218,ENSG00000156234.7
1219,ENSG00000154928.16
1220,ENSG00000140157.14
1221,ENSG00000241749.4
1222,ENSG00000113407.13
1223,ENSG00000164241.13
1224,ENSG00000070808.15
1225,ENSG00000051009.10
1226,ENSG00000155093.17
1227,ENSG00000121644.18
1228,ENSG00000184110.14
1229,ENSG00000159899.14
1230,ENSG00000120693.13
1231,ENSG00000092607.13
1232,ENSG00000280325.1
1233,ENSG00000225472.1
1234,ENSG00000275778.1
1235,ENSG00000214087.8
1236,ENSG00000183347.14
1237,ENSG00000117308.14
1238,ENSG00000196387.9
1239,ENSG00000016602.9
1240,ENSG00000131730.15
1241,ENSG00000006042.11
1242,ENSG00000153214.9
1243,ENSG00000187140.5
1244,ENSG00000050555.17
1245,ENSG00000214049.6
1246,ENSG00000137106.17
1247,ENSG00000187045.16
1248,ENSG00000185974.6
1249,ENSG00000228439.4
1250,ENSG00000235505.7
1251,ENSG00000144218.18
1252,ENSG00000165269.12
1253,ENSG00000196188.10
1254,ENSG00000265096.1
1255,ENSG00000197410.12
1256,ENSG00000171617.13
1257,ENSG00000130176.7
1258,ENSG00000272414.5
1259,ENSG00000143669.13
1260,ENSG00000186448.14
1261,ENSG00000101282.8
1262,ENSG00000145808.8
1263,ENSG00000251497.2
1264,ENSG00000151090.17
1265,ENSG00000258644.5
1266,ENSG00000217624.2
1267,ENSG00000259456.3
1268,ENSG00000223403.3
1269,ENSG00000074276.10
1270,ENSG00000231234.2
1271,ENSG00000272102.1
1272,ENSG00000169083.15
1273,ENSG00000278500.1
1274,ENSG00000187486.5
1275,ENSG00000139220.16
1276,ENSG00000146374.13
1277,ENSG00000173230.15
1278,ENSG00000162761.14
1279,ENSG00000120868.13
1280,ENSG00000115705.20
1281,ENSG00000173930.8
1282,ENSG00000163673.6
1283,ENSG00000261783.1
1284,ENSG00000180532.10
1285,ENSG00000078295.15
1286,ENSG00000171431.3
1287,ENSG00000117676.13
1288,ENSG00000123977.9
1289,ENSG00000236155.6
1290,ENSG00000105664.10
1291,ENSG00000166405.14
1292,ENSG00000269976.1
1293,ENSG00000126464.13
1294,ENSG00000197181.11
1295,ENSG00000143621.16
1296,ENSG00000267520.2
1297,ENSG00000230630.2
1298,ENSG00000186364.11
1299,ENSG00000140511.11
1300,ENSG00000172260.13
1301,ENSG00000184635.13
1302,ENSG00000117016.9
1303,ENSG00000066044.13
1304,ENSG00000092051.16
1305,ENSG00000094963.13
1306,ENSG00000142046.14
1307,ENSG00000163704.11
1308,ENSG00000103241.6
1309,ENSG00000167700.8
1310,ENSG00000163689.18
1311,ENSG00000091622.15
1312,ENSG00000136574.17
1313,ENSG00000280151.1
1314,ENSG00000123240.16
1315,ENSG00000165632.7
1316,ENSG00000116729.13
1317,ENSG00000169957.9
1318,ENSG00000181378.13
1319,ENSG00000251493.3
1320,ENSG00000139874.5
1321,ENSG00000234779.1
1322,ENSG00000182504.10
1323,ENSG00000177889.9
1324,ENSG00000128594.7
1325,ENSG00000211659.2
1326,ENSG00000126803.9
1327,ENSG00000066230.10
1328,ENSG00000110090.12
1329,ENSG00000011198.7
1330,ENSG00000132612.15
1331,ENSG00000261487.1
1332,ENSG00000243955.5
1333,ENSG00000180801.12
1334,ENSG00000105371.8
1335,ENSG00000105357.15
1336,ENSG00000174307.6
1337,ENSG00000259781.1
1338,ENSG00000101290.13
1339,ENSG00000261760.6
1340,ENSG00000146276.11
1341,ENSG00000161180.10
1342,ENSG00000218027.2
1343,ENSG00000232553.3
1344,ENSG00000115844.10
1345,ENSG00000123992.18
1346,ENSG00000163930.9
1347,ENSG00000237945.7
1348,ENSG00000157152.16
1349,ENSG00000169862.18
1350,ENSG00000088992.17
1351,ENSG00000102738.7
1352,ENSG00000144136.10
1353,ENSG00000280987.2
1354,ENSG00000261123.1
1355,ENSG00000178372.7
1356,ENSG00000114861.18
1357,ENSG00000254682.1
1358,ENSG00000271843.1
1359,ENSG00000172724.11
1360,ENSG00000238142.1
1361,ENSG00000173077.14
1362,ENSG00000086712.12
1363,ENSG00000105085.10
1364,ENSG00000215861.5
1365,ENSG00000182759.3
